feature,coefficient
GAB2_GAB2,-0.615396130816247
CDKN1A_p21,0.46461559131341523
SRC_Src_pY527,-0.4331793625276597
SERPINE1_PAI_1,0.4259885586454136
MAPK1_MAPK3_MAPK_pT202_Y204,-0.5052936341908086
