sample_id,score_ecm_remodelling_mean,score_ecm_remodelling,score_hallmark_inflammation_mean,score_hallmark_inflammation,score_inflammatory_response_mean,score_inflammatory_response,score_kinase_activity_mean,score_kinase_activity,score_kinase_signalling_mean,score_kinase_signalling,score_metalloprotease_activity_mean,score_metalloprotease_activity,score_neutrophil_activation_mean,score_neutrophil_activation,score_neutrophil_degranulation_mean,score_neutrophil_degranulation,score_rna_datadriven
TCGA-AK-3454-01,7.83099076754004,0.10434798967704782,8.065102295678741,-1.0353620574992533,7.754079114324379,8.235939452308768,8.154061765202743,2.8716733717364957,8.047398090608363,4.034995583137414,6.592991414642764,1.816201641583493,6.9369129015566005,2.8793063565829495,8.858493125296532,1.0388811517966012,1.589436419416296
TCGA-AK-3455-01,7.72195647636186,2.7203681751361137,7.819488626528601,-2.471400837593942,7.841290231468101,2.9905325794489643,7.82109351436105,-4.663147100663617,7.83464923589896,-9.627086264748186,6.290921746908199,3.605086340808351,7.251300716150421,1.500735605245998,8.601753447845647,1.6771979958608276,1.8018107152610428
TCGA-AK-3456-01,7.664903246594281,1.7684487183174968,7.442413212414886,-7.39636782848905,7.586208289165526,12.738405214724326,7.703332158856995,-1.7773737111465782,7.7636635514980155,-6.069824357693446,6.564816685458975,2.642673443468773,7.030588791447598,0.23010695617686186,9.110280457843096,-0.19269382788400372,1.6610428188964164
TCGA-AK-3458-01,7.724193787649864,2.9037456218599775,7.721671046189395,-4.750898413346468,7.687053974852715,10.385083025117849,7.8911123848627955,-6.61484687936503,7.76685650608195,-12.569613225598966,6.484732664402098,1.2415038678322539,6.944879555417452,2.318660356446499,8.776686241789367,1.706447161969046,0.3056558946336665
TCGA-AK-3460-01,7.812287448775538,1.2750099446432457,7.783903384200955,-3.2161088102534765,7.762855317778527,6.273910848662469,8.201097900930108,1.9528735826767014,8.018133917259892,2.148090206167408,6.588958541038361,1.6172081607515187,6.917234187360716,0.9807496900057623,8.815320183275889,0.980448247674846,0.7681192191706749
TCGA-AK-3461-01,7.969198988657748,-4.742029205297931,8.31182228019678,1.8525036697853212,7.958095284337975,-0.305497017673368,8.44414518332789,3.6736487174533234,8.305682236742786,8.488196617871505,6.8283495844210025,-0.35619986389182795,7.064694449751348,1.977956572263909,8.921134114335217,1.0074788028536386,-0.12609047656870487
TCGA-AK-3465-01,7.860375780802448,-7.073309032686044,7.023608887664443,-17.280906624478632,7.519330594284239,24.795235222161132,8.070617014279636,-4.185888310853095,8.04892318654278,-5.508535718238957,6.656560719703136,-0.04764098048026558,6.427973611303073,8.0012760147503,8.817669179210798,3.0137846523399294,0.4724649109623436
TCGA-AS-3777-01,8.093797587062566,-7.967538318958243,7.485000909241048,-9.306083062202376,7.8729813790646235,13.777638780788674,7.840189125092447,-7.398538581866286,8.03479537962536,-15.0088337045901,6.779012369736788,-2.2898897744235316,7.4642475466543265,4.335235286922225,9.011048974824297,2.522066365879245,0.3915336160000702
TCGA-AS-3778-01,7.941399650970136,0.09974776207681345,7.918332714419763,-1.9280247486414395,7.855819826903214,2.3235924163271875,8.241501290355979,0.2674856928768337,8.118980699642112,1.195388359313416,6.849510976551166,-0.8400094283017319,7.033276384202715,0.39090924559717927,9.126340208110959,-0.12253108036782116,0.7685005882964017
TCGA-B0-4688-01,7.809734815635773,-7.724145472295006,8.028239183852968,0.3804096980988078,7.638369225105401,-5.142982717170358,8.16264938214031,0.266524087770358,7.7924560920261365,-1.7769794355193618,6.776020496303015,-3.0133978695857997,6.583625862666974,2.7181583655821138,8.577778518945355,2.5144057553568153,-8.879829586374429
TCGA-B0-4690-01,8.122071186094397,-7.03986573278984,8.914510995449266,11.260779820343744,8.239111329019776,-19.14760783404364,8.438818575741829,1.3352676076000314,8.261756822207861,2.616369334718529,7.093883825634882,-4.97095222269731,7.878102225502942,-5.012150473659443,9.288656229012691,-2.315253472505582,-4.964781481455896
TCGA-B0-4691-01,8.095430076592693,-6.082723872508632,8.432856245058048,4.519058336105068,8.124866500950239,-12.768004110272285,8.269122327754353,-6.772441801753309,8.183805185254174,-8.330715155699577,6.8995890512697615,-5.095514505867683,7.400827642714874,-2.1181331871804034,9.233203076031753,-0.9997968757427127,-3.4361524109361965
TCGA-B0-4693-01,7.704165675239119,2.0905682466605113,8.251682324320251,2.456752704967503,7.847830504493838,0.7459429007061081,8.118393608548743,2.1462511087717897,7.925960447207933,1.5999359273852254,6.386781632797956,3.3965126885703585,7.122197397716641,-0.2788184925637157,9.066836408023164,-0.29268070907415245,0.962050109678541
